CIPFamily,CIPCode,Action,TextChange,CIPTitle,CIPDefinition,CrossReferences,Examples
61,61.2609,Moved to,yes,Pediatric Radiology Fellowship Program.,"A fellowship training program that prepares physicians in all forms of diagnostic imaging as it pertains to the diagnosis and treatment of diseases in the newborn, infant, child, and adolescent. Requires prior completion of a residency program in diagnostic radiology. This CIP code is not valid for IPEDS reporting.",,
61,61.2610,Moved to,no,Radiologic Physics Residency Program.,"A residency training program that prepares physicians in that branch of physics which includes the physical aspects of radiation therapy, radiologic diagnosis, and/or nuclear medicine. Radiologic physicists must specialize in at least one of the three subspecialty areas: therapeutic radiological physics, diagnostic radiological physics, and/or medical nuclear physics. This CIP code is not valid for IPEDS reporting.",,
61,61.2611,Moved to,no,Therapeutic Radiologic Physics Residency Program.,"A residency training program that prepares physicians to deal with the physical aspects of the therapeutic applications of x-rays, gamma rays, electron, and other charged particle beams, neutrons, and radiations from sealed radionuclide sources; and with the equipment associated with their production and use, including radiation safety. One of the three subspecialties available to residents in radiologic physics who must select one or more subspecialty areas. This CIP code is not valid for IPEDS reporting.",,
61,61.2612,Moved to,yes,Vascular and Interventional Radiology Fellowship Program.,"A fellowship training program that prepares diagnostic radiologists with additional training in image-guided therapies, using fluoroscopy, digital radiography, computed tomography, sonography, and magnetic resonance imaging, to guide small devices inserted into the body through very small openings. These therapies include angioplasty, stent placement, thrombolysis, embolization, biliary and genitourinary drainages, and abscess drainages. Requires prior completion of a residency program in diagnostic radiology. This CIP code is not valid for IPEDS reporting.",,
61,61.2699,New,no,"Radiology Residency/Fellowship Programs, Other.",Any medical residency or fellowship in radiology not listed above.,,
61,61.27,New,no,Surgery Residency/Fellowship Programs.,Instructional content for this group of programs is defined in codes 61.2701 - 61.2799.,,
61,61.2701,Moved to,no,General Surgery Residency Program.,"A residency training program that prepares physicians in the care and treatment of diseases and disorders via invasive procedures and the etiology, pathogenesis, diagnosis and management of physical disorders.  Includes instruction in clinical and operative skills, pre-operative and post-operative care, trauma management and endoscopic techniques. This CIP code is not valid for IPEDS reporting.",,Examples: - Surgery Residency Program
61,61.2702,Moved to,yes,Colon and Rectal Surgery Residency Program.,A residency training program that prepares physicians in the surgical care of patients with anorectal and colonic diseases.  Also includes instruction in diagnostic and therapeutic colonoscopy.  Requires prior or concurrent completion of a residency program in general surgery. This CIP code is not valid for IPEDS reporting.,,
61,61.2703,New,no,Complex General Surgical Oncology Fellowship Program.,"A fellowship training program that prepares surgeons in the management of patients with difficult, rare or complex cancer presentations, including clinical evaluation, surgical management, and adjuvant therapy. Requires prior completion of a residency program in general surgery. This CIP code is not valid for IPEDS reporting.",,
61,61.2704,Moved to,yes,Congenital Cardiac Surgery Fellowship Program.,"A fellowship training program that prepares physicians in the operative treatment of structural abnormalities involving the heart and major blood vessels, including defects resulting from congenital malformations as well as defects acquired in infants and children; includes care of patients from the fetus to the adult. Requires prior completion of a residency or fellowship program in thoracic surgery. This CIP code is not valid for IPEDS reporting.",,
61,61.2705,Moved to,yes,Pediatric Surgery Fellowship Program.,"A fellowship training program that prepares physicians in the diagnosis, evaluation and surgical treatment of diseases, disorders, and trauma in infants and children.  Requires prior completion of a residency program in general surgery. This CIP code is not valid for IPEDS reporting.",,
61,61.2706,Moved to,yes,Surgical Critical Care Fellowship Program.,"A fellowship training program that prepares surgeons in the diagnosis, treatment, and support of critically ill and injured patients, particularly trauma victims and patients with multiple organ dysfunction. Requires prior completion of a residency program in general surgery. This CIP code is not valid for IPEDS reporting.",,Examples: - Critical Care Surgery Residency Program
61,61.2707,Moved to,yes,Thoracic Surgery Fellowship Program.,"A fellowship training program that prepares physicians in the evaluation and surgical treatment of pulmonary, esophageal, mediastinal, chest wall, diaphragmatic and cardiovascular disorders.  Includes instruction in bronchoscopy and esophagoscopy. Requires prior or concurrent completion of a residency program in general surgery. This CIP code is not valid for IPEDS reporting.",,Examples: - Integrated Thoracic Surgery Fellowship Program
