UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON18,DRUG18,LIQUOR18,WEAPON19,DRUG19,LIQUOR19,WEAPON20,DRUG20,LIQUOR20,FILTER18,FILTER19,FILTER20
218894003,Trident Technical College,Palmer Campus,66 Columbus Street,Charleston,SC,29403,4,"Public, 2-year",4478,7172,11650,0,0,0,0,0,0,0,0,0,1,1,1
218894004,Trident Technical College,Mount Pleasant,1125 John Dilligard Lane,Mount Pleasant,SC,29464,4,"Public, 2-year",4478,7172,11650,0,0,0,0,0,0,0,0,0,1,1,1
218919001,Voorhees College,VOORHEES COLLEGE,481 Porter Drive/ P. O. Box 678,DENMARK,SC,29042,2,"Private nonprofit, 4-year or above",143,225,368,1,0,0,1,0,0,0,0,0,1,1,1
218955001,Williamsburg Technical College,Main Campus,601 MARTIN LUTHER KING JR AVE,KINGSTREE,SC,29556,4,"Public, 2-year",215,420,635,0,0,0,0,0,0,0,0,0,1,1,1
218964001,Winthrop University,Winthrop University,"701 Oakland Ave, 119 Tillman Hall",Rock Hill,SC,29733,1,"Public, 4-year or above",1630,3946,5576,0,5,4,0,5,3,0,5,4,1,1,1
218973001,Wofford College,Main Campus,429 N CHURCH ST,SPARTANBURG,SC,293033663,2,"Private nonprofit, 4-year or above",823,941,1764,0,3,0,0,1,0,0,2,0,1,1,1
218973002,Wofford College,Goodall Enviromental Studies Center.,351 Broadway Street,Glendale,SC,29346,2,"Private nonprofit, 4-year or above",823,941,1764,0,0,0,0,0,0,0,0,0,1,1,1
218991001,York Technical College,Main Campus,452 S ANDERSON RD,ROCK HILL,SC,29730,4,"Public, 2-year",1578,2600,4178,0,1,0,0,0,0,0,1,0,1,1,1
219000001,Augustana University,Main Campus,2001 S SUMMIT AVE,SIOUX FALLS,SD,57197,2,"Private nonprofit, 4-year or above",727,1292,2019,0,2,0,0,0,0,0,2,0,1,1,1
219037001,The Salon Professional Academy,Main Campus,937 East North Street,Rapid City,SD,57701,9,"Private for-profit, less-than 2-year",1,47,48,0,0,0,0,0,0,0,0,0,1,1,1
219046001,Black Hills State University,Black Hills State University,1200 UNIVERSITY ST,SPEARFISH,SD,57799,1,"Public, 4-year or above",1341,2267,3608,0,4,41,0,5,50,0,2,5,1,1,1
219082001,Dakota State University,Main Campus,820 N WASHINGTON,MADISON,SD,57042,1,"Public, 4-year or above",2047,1139,3186,0,0,0,0,0,0,0,0,0,1,1,1
219091001,Dakota Wesleyan University,Dakota Wesleyan University,1200 W. University Ave.,Mitchell,SD,57301,2,"Private nonprofit, 4-year or above",399,534,933,0,0,0,0,0,0,0,0,0,1,1,1
219125001,Headlines Academy Inc,Paul Mitchell The School Rapid CIty,333 Omaha St. Suite 6 & 7,RAPID CITY,SD,57701,9,"Private for-profit, less-than 2-year",3,74,77,0,0,0,0,0,0,0,0,0,1,1,1
219143001,Lake Area Technical College,Main Campus,"1201 Arrow Ave, PO Box 730",Watertown,SD,572010730,4,"Public, 2-year",1126,1091,2217,0,0,0,0,0,0,0,0,0,1,1,1
219170001,Avera McKennan Hospital School of Radiologic Technology,Main Campus,1325 S. Cliff Ave,SIOUX FALLS,SD,571175045,5,"Private nonprofit, 2-year",1,23,24,0,0,0,0,0,0,0,0,0,1,1,1
219189001,Mitchell Technical College,Main Campus,1800 East Spruce Street,MITCHELL,SD,573012002,4,"Public, 2-year",739,423,1162,0,0,0,0,0,1,0,0,0,1,1,1
219198001,Mount Marty University,Main Campus,1105 W. 8TH STREET,YANKTON,SD,570783724,2,"Private nonprofit, 4-year or above",543,624,1167,0,0,0,0,0,0,0,0,0,1,1,1
219240001,Sioux Falls Seminary,Main Campus,2100 S SUMMIT AVE,SIOUX FALLS,SD,571052729,2,"Private nonprofit, 4-year or above",338,170,508,0,0,0,0,0,0,0,0,0,1,1,1
219259001,Northern State University,Northern State University,1200 S JAY ST,ABERDEEN,SD,574017198,1,"Public, 4-year or above",1307,2124,3431,0,1,5,0,3,0,0,2,3,1,1,1
219277001,Oglala Lakota College,Oglala Lakota College,490 Piya Wiconi Road,KYLE,SD,577520490,1,"Public, 4-year or above",339,912,1251,0,0,0,0,0,0,0,0,0,1,1,1
219295001,Presentation College,Presentation College - Aberdeen Campus,1500 N MAIN,ABERDEEN,SD,57401,2,"Private nonprofit, 4-year or above",225,400,625,0,3,0,0,2,1,0,0,0,1,1,1
219295004,Presentation College,Presentation College - Fairmont Campus,115 South Park Street,Fairmont,MN,56031,2,"Private nonprofit, 4-year or above",225,400,625,0,0,0,0,0,0,0,0,0,1,1,1
219338001,Avera Sacred Heart Hospital,Main Campus,501 SUMMIT,YANKTON,SD,57078,5,"Private nonprofit, 2-year",1,15,16,0,0,0,0,0,0,0,0,0,1,1,1
219347001,South Dakota School of Mines and Technology,Main Campus,501 E SAINT JOSEPH ST,RAPID CITY,SD,577013995,1,"Public, 4-year or above",1867,608,2475,0,2,0,0,2,0,0,2,0,1,1,1
219356001,South Dakota State University,Main Campus,"Box 2201, ADM 324",Brookings,SD,570071998,1,"Public, 4-year or above",5097,6308,11405,1,58,244,0,38,187,0,49,177,1,1,1
219374001,Sinte Gleska University,Sinte Gleska University Campus,101 Antelope Lake Circle,Mission,SD,57555,1,"Public, 4-year or above",115,323,438,0,0,0,0,0,0,0,0,0,1,1,1
219383001,University of Sioux Falls,University of Sioux Falls,1101 W 22ND ST,SIOUX FALLS,SD,571051699,2,"Private nonprofit, 4-year or above",591,1037,1628,0,1,0,0,1,0,0,2,0,1,1,1
219392001,Sanford Medical Center,Sanford USD Medical Center - School of Radiologic Techn,1305 W. 18th Street,SIOUX FALLS,SD,571175039,5,"Private nonprofit, 2-year",8,19,27,0,0,0,0,0,0,0,0,0,1,1,1
219408001,Sisseton Wahpeton College,SWC Main Campus,PO BOX 689,AGENCY VILLAGE,SD,572620689,4,"Public, 2-year",45,80,125,0,0,0,0,0,0,0,0,0,1,1,1
219426001,Southeast Technical College,Main Campus,2320 N CAREER AVE,SIOUX FALLS,SD,571071301,4,"Public, 2-year",1013,1317,2330,0,3,10,0,0,4,0,1,18,1,1,1
219453001,Stewart School,Stewart School,604 N. West Ave.,SIOUX FALLS,SD,57104,9,"Private for-profit, less-than 2-year",1,132,133,0,0,0,0,0,0,0,0,0,1,1,1
219471001,University of South Dakota,Main Campus,414 E CLARK ST,VERMILLION,SD,570692390,1,"Public, 4-year or above",3438,6021,9459,0,23,48,0,23,54,0,16,44,1,1,1
219480001,Western Dakota Technical College,Main Campus,800 MICKELSON DR,RAPID CITY,SD,577034018,4,"Public, 2-year",506,818,1324,0,1,1,0,0,0,0,0,0,1,1,1
219505001,American Baptist College,American Baptist College,1800 BAPTIST WORLD CENTER DRIVE,NASHVILLE,TN,372074952,2,"Private nonprofit, 4-year or above",37,18,55,0,0,0,0,0,0,0,0,0,1,1,1
219587001,Arnolds Beauty School,Main Campus,1179 S SECOND ST,MILAN,TN,38358,9,"Private for-profit, less-than 2-year",0,73,73,0,0,0,0,0,0,0,0,0,1,1,1
219596001,Tennessee College of Applied Technology-Athens,Main Campus,1635 Technology Way,ATHENS,TN,373710848,4,"Public, 2-year",115,62,177,0,0,0,0,0,0,0,0,0,1,1,1
219602001,Austin Peay State University,Main Campus,601 COLLEGE ST,CLARKSVILLE,TN,37044,1,"Public, 4-year or above",3925,6347,10272,1,2,0,1,1,1,0,5,5,1,1,1
219602002,Austin Peay State University,Fort Campbell KY,203 Bastogne Ave.,Fort Campbell,KY,42223,1,"Public, 4-year or above",3925,6347,10272,0,0,0,0,0,0,0,0,0,1,1,1
219639001,Baptist Health Sciences University,Baptist Health Sciences University,1003 MONROE AVE,MEMPHIS,TN,38104,2,"Private nonprofit, 4-year or above",82,808,890,0,0,0,0,0,0,0,0,0,1,1,1
219709001,Belmont University,Main Campus,1900 BELMONT BLVD,NASHVILLE,TN,372123757,2,"Private nonprofit, 4-year or above",2727,5477,8204,0,15,0,0,5,0,0,9,0,1,1,1
219718001,Bethel University,Bethel University,325 Cherry Avenue,McKenzie,TN,38201,2,"Private nonprofit, 4-year or above",1738,2263,4001,0,0,0,3,1,0,1,1,0,1,1,1
219718003,Bethel University,Clarksville,2200A Wilma Rudolph Blvd.,Clarksville,TN,37040,2,"Private nonprofit, 4-year or above",1738,2263,4001,0,0,0,0,0,0,0,0,0,1,1,1
219718004,Bethel University,Jackson,3031 US-45 Bypass,Jackson,TN,38305,2,"Private nonprofit, 4-year or above",1738,2263,4001,0,0,0,0,0,0,0,0,0,1,1,1
219718005,Bethel University,Memphis,168 East Parkway South,Memphis,TN,38112,2,"Private nonprofit, 4-year or above",1738,2263,4001,0,0,0,0,0,0,0,0,0,1,1,1
219718007,Bethel University,Paris,302B Tyson Avenue,Paris,TN,38242,2,"Private nonprofit, 4-year or above",1738,2263,4001,0,0,0,0,0,0,0,0,0,1,1,1
219790001,Bryan College-Dayton,Main Campus,"Bryan College, 721 Bryan Drive",DAYTON,TN,373216275,2,"Private nonprofit, 4-year or above",630,782,1412,0,4,2,0,0,0,0,0,0,1,1,1
219806001,Carson-Newman University,Main Campus,1645 RUSSELL AVE,JEFFERSON CITY,TN,37760,2,"Private nonprofit, 4-year or above",1008,1903,2911,0,6,3,0,4,6,0,2,7,1,1,1
219824001,Chattanooga State Community College,Main Campus,4501 AMNICOLA HWY,CHATTANOOGA,TN,374061097,4,"Public, 2-year",2802,4650,7452,0,1,0,1,1,0,0,0,0,1,1,1
219824004,Chattanooga State Community College,Kimball,2100 Main St,Kimball,TN,37347,4,"Public, 2-year",2802,4650,7452,0,0,0,0,0,0,0,0,0,1,1,1
219824005,Chattanooga State Community College,Dayton Campus,200 4th Avenue,Dayton,TN,37321,4,"Public, 2-year",2802,4650,7452,0,0,0,0,0,0,0,0,0,1,1,1
219833001,Christian Brothers University,Christian Brothers University Main Campus,650 E PARKWAY S,MEMPHIS,TN,38104,2,"Private nonprofit, 4-year or above",846,1072,1918,0,0,0,0,0,0,0,0,0,1,1,1
219842001,Pentecostal Theological Seminary,Pentecostal Theological Seminary,900 WALKER ST NE,CLEVELAND,TN,37311,2,"Private nonprofit, 4-year or above",268,174,442,0,0,0,0,0,0,0,0,0,1,1,1
219851001,Austin's Beauty College Inc,Main Campus,585A South Riverside Drive,Clarksville,TN,370403107,9,"Private for-profit, less-than 2-year",3,107,110,0,0,0,0,0,0,0,0,0,1,1,1
219879001,Cleveland State Community College,Cleveland State Community College,3535 ADKISSON DRIVE,CLEVELAND,TN,373203570,4,"Public, 2-year",1226,1848,3074,0,0,0,1,0,0,0,0,0,1,1,1
219888001,Columbia State Community College,Main Campus,1665 HAMPSHIRE PIKE,COLUMBIA,TN,38401,4,"Public, 2-year",2259,3672,5931,0,0,0,0,0,0,0,0,0,1,1,1
219888002,Columbia State Community College,Clifton Campus,795 Main Street,Clifton,TN,38425,4,"Public, 2-year",2259,3672,5931,0,0,0,0,0,0,0,0,0,1,1,1
219888004,Columbia State Community College,Lawrenceburg Campus,1620 Springer Road,Lawrenceburg,TN,38464,4,"Public, 2-year",2259,3672,5931,0,0,0,0,0,0,0,0,0,1,1,1
219888005,Columbia State Community College,Lewisburg Campus,980 South Ellington Parkway,Lewisburg,TN,37901,4,"Public, 2-year",2259,3672,5931,0,0,0,0,0,0,0,0,0,1,1,1
219888006,Columbia State Community College,Williamson County Center,1228 Liberty Pike,Franklin,TN,37067,4,"Public, 2-year",2259,3672,5931,0,0,0,0,1,0,0,0,0,1,1,1
219903001,Concorde Career College-Memphis,Concorde Career College,5100 POPLAR AVE STE 132,MEMPHIS,TN,381370132,6,"Private for-profit, 2-year",106,1261,1367,0,0,0,0,0,0,0,0,0,1,1,1
219921001,Tennessee College of Applied Technology-Covington,Tennessee College of Applied Tehnology Covington,1600 Hwy 51 South,COVINGTON,TN,38019,4,"Public, 2-year",191,142,333,0,0,0,0,0,0,0,0,0,1,1,1
219949001,Cumberland University,Main Campus,1  CUMBERLAND SQUARE,LEBANON,TN,370873554,2,"Private nonprofit, 4-year or above",1126,1578,2704,0,0,0,0,0,0,0,0,0,1,1,1
219976001,Lipscomb University,Main Campus,3901 GRANNY WHITE PIKE,NASHVILLE,TN,372043951,2,"Private nonprofit, 4-year or above",1742,3142,4884,0,1,0,0,0,0,0,0,0,1,1,1
219994001,Tennessee College of Applied Technology-Dickson,Main Campus,740 HWY 46 SOUTH,Dickson,TN,37055,4,"Public, 2-year",489,309,798,0,1,0,0,0,0,0,1,0,1,1,1
219994002,Tennessee College of Applied Technology-Dickson,Clarksville Extension Campus,135 International Blvd,Clarksville,TN,37040,4,"Public, 2-year",489,309,798,0,0,0,0,0,0,0,0,0,1,1,1
220002001,Hussian College-Daymar College Nashville,Daymar College,750 Envious Lane,NASHVILLE,TN,37217,3,"Private for-profit, 4-year or above",40,164,204,0,0,0,0,0,0,0,0,0,1,1,1
220057001,Dyersburg State Community College,Dyersburg State Community College,1510 Lake Road,Dyersburg,TN,380242411,4,"Public, 2-year",748,1902,2650,0,0,0,0,0,0,0,1,0,1,1,1
220057002,Dyersburg State Community College,Jimmy Naifeh Tipton County Center,3149 Highway 51 South,Covington,TN,38019,4,"Public, 2-year",748,1902,2650,0,0,0,0,0,0,0,0,0,1,1,1
220057003,Dyersburg State Community College,Gibson County Center,2071 Highway 45 By-pass,Trenton,TN,38382,4,"Public, 2-year",748,1902,2650,0,0,0,0,0,0,0,0,0,1,1,1
220075001,East Tennessee State University,Main/VA Campus,1276 Gilbreath Drive,Johnson City,TN,376140000,1,"Public, 4-year or above",5212,8501,13713,0,24,29,0,26,23,1,24,14,1,1,1
220075002,East Tennessee State University,Kingsport Allandale Campus,1501 University Blvd.,Kingsport,TN,37660,1,"Public, 4-year or above",5212,8501,13713,0,0,0,0,0,0,0,0,0,1,1,1
220075003,East Tennessee State University,Elizabethton Nave Center Campus,1000 Jason Witten Way,Elizabethton,TN,37643,1,"Public, 4-year or above",5212,8501,13713,0,0,0,0,0,0,0,0,0,1,1,1
220075005,East Tennessee State University,ETSU at Kingsport Center for Higher Education,300 West Market Street,Kingsport,TN,37660,1,"Public, 4-year or above",5212,8501,13713,0,0,0,0,0,0,0,0,0,1,1,1
220075006,East Tennessee State University,Sevier Center Campus,1122 Blanton Drive,Sevierville,TN,37862,1,"Public, 4-year or above",5212,8501,13713,0,0,0,0,0,0,0,0,0,1,1,1
220075007,East Tennessee State University,ValleyBrook Campus,122 Pickens Road,Kingsport,TN,37663,1,"Public, 4-year or above",5212,8501,13713,0,0,0,0,0,0,0,0,0,1,1,1
220075008,East Tennessee State University,Asheville Lenoir-Rhyne Campus,36 Montford Avenue,Asheville,NC,28801,1,"Public, 4-year or above",5212,8501,13713,0,0,0,0,0,0,0,0,0,1,1,1
220075009,East Tennessee State University,ETSU at Seveirville,2025 Red Bank Road,Seveirville,TN,37876,1,"Public, 4-year or above",5212,8501,13713,0,0,0,0,0,0,0,0,0,1,1,1
220075010,East Tennessee State University,Southwest Virginia Higher Education Center,One Partnership Circle PO Box 1987,Abington,VA,24212,1,"Public, 4-year or above",5212,8501,13713,0,0,0,0,0,0,0,0,0,1,1,1
220118001,Chattanooga College Medical Dental and Technical Careers,"Chattanooga College Medical, Dental, & Technical Careers","5600 Brainerd Road, Suite B-38",CHATTANOOGA,TN,37411,6,"Private for-profit, 2-year",6,246,252,0,0,0,0,0,0,0,0,0,1,1,1
220127001,Tennessee College of Applied Technology-Elizabethton,Main Campus,"PO Box 789, 426 Hwy. 91 N",ELIZABETHTON,TN,37643,4,"Public, 2-year",253,215,468,0,0,0,0,0,0,0,0,0,1,1,1
220127002,Tennessee College of Applied Technology-Elizabethton,Herman Robinson Campus,"PO Box 789, 1500 Arney Street",Elizabethton,TN,37644,4,"Public, 2-year",253,215,468,0,0,0,0,0,0,0,0,0,1,1,1
220127004,Tennessee College of Applied Technology-Elizabethton,ETSU at Kingsport Campus,1501 University Boulevard,Kingsport,TN,37664,4,"Public, 2-year",253,215,468,0,0,0,0,0,0,0,0,0,1,1,1
220163001,The Hair Academy LLC,Main Campus,513 WEST COLLEGE STREET,FAYETTEVILLE,TN,37334,9,"Private for-profit, less-than 2-year",2,41,43,0,0,0,0,0,0,0,0,0,1,1,1
220181001,Fisk University,Fisk University,"1000 17th Avenue,North",Nashville,TN,372084501,2,"Private nonprofit, 4-year or above",302,609,911,0,0,0,0,0,0,0,0,0,1,1,1
220181002,Fisk University,Fisk University-Clarksville ,1000 17th Ave. North,Nashville,TN,37208,2,"Private nonprofit, 4-year or above",302,609,911,,,,,,,0,0,0,0,0,1
220206001,Welch College,Main Campus,1045 Bison Trail,Gallatin,TN,37066,2,"Private nonprofit, 4-year or above",156,202,358,0,0,0,0,0,0,0,0,0,1,1,1
220215001,Freed-Hardeman University,Main Campus,158 E MAIN ST,HENDERSON,TN,383402399,2,"Private nonprofit, 4-year or above",915,1273,2188,0,0,0,0,2,0,0,0,0,1,1,1
220251001,Tennessee College of Applied Technology-Harriman,Tennessee College of Applied Technology-Harriman,1745 HARRIMAN HIGHWAY,HARRIMAN,TN,377485849,4,"Public, 2-year",222,172,394,0,0,0,0,0,0,0,0,0,1,1,1
220279001,Tennessee College of Applied Technology-Hartsville,Main Campus,716 McMurry Blvd. Hwy. 25 East,Hartsville,TN,370742028,4,"Public, 2-year",422,185,607,0,0,0,0,0,0,0,0,0,1,1,1
220321001,Tennessee College of Applied Technology-Hohenwald,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - HOHENWALD,813 W MAIN,HOHENWALD,TN,384622201,4,"Public, 2-year",298,230,528,0,0,0,0,0,0,0,0,0,1,1,1
220394001,Tennessee College of Applied Technology-Jacksboro,Main Campus,265 ELKINS RD,JACKSBORO,TN,37757,4,"Public, 2-year",189,129,318,0,0,0,0,0,0,0,0,0,1,1,1
220400001,Jackson State Community College,Main Campus,2046 NORTH PKY,JACKSON,TN,383013797,4,"Public, 2-year",1284,2919,4203,0,0,0,0,0,0,0,0,0,1,1,1
220464001,John A Gupton College,John A. Gupton College,1616 CHURCH ST,NASHVILLE,TN,372032954,5,"Private nonprofit, 2-year",70,97,167,0,0,0,0,0,0,0,0,0,1,1,1
220473001,Johnson University,Main Campus,7900 JOHNSON DR,KNOXVILLE,TN,37998,2,"Private nonprofit, 4-year or above",535,504,1039,0,0,0,0,0,0,0,0,0,1,1,1
220491002,Paul Mitchell the School-Murfreesboro,Paul Mitchell the School Murfreesboro,1720 Old Fort Pkwy SteL200,Murfreesboro,TN,37129,9,"Private for-profit, less-than 2-year",7,224,231,0,0,0,0,0,0,0,0,0,1,1,1
220516001,King University,Main Campus,1350 King College Road,Bristol,TN,37620,2,"Private nonprofit, 4-year or above",590,1156,1746,0,0,2,0,0,3,0,0,1,1,1,1
220516002,King University,King University Kingsport Campus,104 East Main Street,Kingsport,TN,37660,2,"Private nonprofit, 4-year or above",590,1156,1746,0,0,0,0,0,0,0,0,0,1,1,1
220516003,King University,King University - Knoxville Campus,10950 Spring Bluff Way,Knoxville,TN,37933,2,"Private nonprofit, 4-year or above",590,1156,1746,0,0,0,0,0,0,0,0,0,1,1,1
220552001,South College,Lonas Campus,3904 Lonas Drive,KNOXVILLE,TN,379090000,3,"Private for-profit, 4-year or above",1063,4108,5171,0,0,0,0,0,0,0,0,0,1,1,1
220552002,South College,Parkside Learning Site,400 Goodys Lane,KNOXVILLE,TN,37922,3,"Private for-profit, 4-year or above",1063,4108,5171,0,0,0,0,0,0,0,0,0,1,1,1
220552003,South College,South College-Asheville,140 Sweeten Creek Road,Asheville,NC,28803,3,"Private for-profit, 4-year or above",1063,4108,5171,0,0,0,0,0,0,0,0,0,1,1,1
220552004,South College,Nashville Learning Site,616 Marriott Drive,Nashville,TN,37214,3,"Private for-profit, 4-year or above",1063,4108,5171,0,0,0,0,0,0,0,0,0,1,1,1
220552005,South College,South College Atlanta Learning,2600 Century Parkway NE,Atlanta,GA,30345,3,"Private for-profit, 4-year or above",1063,4108,5171,,,,0,0,0,0,0,0,0,1,1
220598001,Lane College,Main Campus,545 LANE AVE,JACKSON,TN,383014598,2,"Private nonprofit, 4-year or above",550,545,1095,5,8,1,1,9,0,2,0,0,1,1,1
220604001,Le Moyne-Owen College,LeMoyne Owen College,807 WALKER AVE,MEMPHIS,TN,38126,2,"Private nonprofit, 4-year or above",201,453,654,0,0,0,0,0,0,0,0,0,1,1,1
220613001,Lee University,Lee University,1120 N OCOEE ST,CLEVELAND,TN,373203731,2,"Private nonprofit, 4-year or above",2018,3186,5204,0,0,0,0,2,0,0,3,0,1,1,1
220631001,Lincoln Memorial University,"Main Campus, Harrogate",6965 CUMBERLAND GAP PKY,HARROGATE,TN,377529900,2,"Private nonprofit, 4-year or above",1713,3172,4885,0,3,1,0,0,5,0,0,1,1,1,1
220640001,Tennessee College of Applied Technology-Livingston,TCAT - LIVINGSTON,740 HI TECH DR,LIVINGSTON,TN,38570,4,"Public, 2-year",739,515,1254,0,0,0,0,0,0,0,0,0,1,1,1
220701001,Martin Methodist College,University of Tennessee Southern,433 W MADISON ST,PULASKI,TN,384782799,2,"Private nonprofit, 4-year or above",338,474,812,0,2,0,0,6,0,0,0,0,1,1,1
220710001,Maryville College,Main Campus,502 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,378045907,2,"Private nonprofit, 4-year or above",466,606,1072,0,0,0,0,0,0,0,0,0,1,1,1
220756001,Tennessee College of Applied Technology-McKenzie,Tennessee College of Applied Technology-McKenzie,16940 HIGHLAND DR,MCKENZIE,TN,38201,4,"Public, 2-year",99,19,118,0,0,0,0,0,0,0,0,0,1,1,1
220765001,Genesis Career College-Cookeville,Genesis Career College -Cookeville,880 A East TENTH ST,COOKEVILLE,TN,385011907,9,"Private for-profit, less-than 2-year",65,275,340,0,0,0,0,0,0,0,0,0,1,1,1
220765002,Genesis Career College-Cookeville,Genesis Career College - Nashville Airport,30 Rachel Dr. Suite 200,Nashville,TN,37214,9,"Private for-profit, less-than 2-year",65,275,340,0,0,0,0,0,0,0,0,0,1,1,1
220792001,Meharry Medical College,Meharry Medical College,1005 D. B. Todd Jr. Blvd.,NASHVILLE,TN,37208,2,"Private nonprofit, 4-year or above",368,576,944,0,0,0,0,0,0,0,0,0,1,1,1
220853001,Tennessee College of Applied Technology-Memphis,Main Campus,550 Alabama Avenue,Memphis,TN,381053604,4,"Public, 2-year",865,579,1444,0,0,0,0,0,0,0,0,0,1,1,1
220853002,Tennessee College of Applied Technology-Memphis,Aviation Facility,3435 Tchulahoma Road,Memphis,TN,38118,4,"Public, 2-year",865,579,1444,0,0,0,0,0,0,0,0,0,1,1,1
220862001,University of Memphis,Main Campus,3720 Alumni,MEMPHIS,TN,38152,1,"Public, 4-year or above",8668,13537,22205,2,5,0,3,9,1,1,6,0,1,1,1
220862002,University of Memphis,Collierville Center,215 West Poplar,Collierville,TN,38017,1,"Public, 4-year or above",8668,13537,22205,0,0,0,0,0,0,0,0,0,1,1,1
220862003,University of Memphis,Millington Center,6500 Navy Road,Millington,TN,38053,1,"Public, 4-year or above",8668,13537,22205,0,0,0,0,0,0,0,0,0,1,1,1
220862004,University of Memphis,Cecil C. Humphreys School of Law,1 N. Front Street,Memphis,TN,381032189,1,"Public, 4-year or above",8668,13537,22205,0,0,0,0,0,0,0,0,0,1,1,1
220862005,University of Memphis,Lambuth Campus,705 Lambuth Blvd.,Jackson,TN,38301,1,"Public, 4-year or above",8668,13537,22205,0,0,0,0,0,0,0,0,0,1,1,1
220871001,Memphis Theological Seminary,Memphis Theological Seminary,168 East Parkway South,Memphis,TN,381044395,2,"Private nonprofit, 4-year or above",95,88,183,0,0,0,0,0,0,0,0,0,1,1,1
220978001,Middle Tennessee State University,Main Campus,1301 East Main Street,MURFREESBORO,TN,37132,1,"Public, 4-year or above",9911,12169,22080,0,32,4,5,38,9,0,11,2,1,1,1
220996001,Middle Tennessee School of Anesthesia Inc,Main Campus,315 Hospital Drive,MADISON,TN,37115,2,"Private nonprofit, 4-year or above",112,117,229,0,0,0,0,0,0,0,0,0,1,1,1
221050001,Tennessee College of Applied Technology-Morristown,Main Campus,821 W LOUISE AVE,MORRISTOWN,TN,378132094,4,"Public, 2-year",506,175,681,1,5,0,0,0,0,0,0,0,1,1,1
221096001,Motlow State Community College,Moore County Campus,P.O. Box 8500,Lynchburg,TN,373528500,4,"Public, 2-year",2442,4174,6616,0,0,0,0,0,0,0,0,0,1,1,1
