"VariableName","Value","ValueLabel"
"Data Feedback Report comparison group created by NCES (HD2019)","86","Associate's Colleges: High Career & Technical-High Traditional, public/2 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","87","Associate's Colleges: High Career & Technical-High Traditional, private for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","88","Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional, public/1 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","89","Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional, public/2 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","90","Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional, private for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","91","Associate's Colleges: High Career & Technical-High Nontraditional, public/1 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","92","Associate's Colleges: High Career & Technical-High Nontraditional, public/2 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","93","Associate's Colleges: High Career & Technical-High Nontraditional, private for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","94","Associate colleges: High/Mixed Transfer, private not-for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","95","Associate colleges: High Career & Technical, private not-for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","181","Special Focus Two Year: any public"
"Data Feedback Report comparison group created by NCES (HD2019)","182","Special Focus Two Year: Health, private not-for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","183","Special Focus Two Year: Health, private for-profit/1 of 5"
"Data Feedback Report comparison group created by NCES (HD2019)","184","Special Focus Two Year: Health, private for-profit/2 of 5"
"Data Feedback Report comparison group created by NCES (HD2019)","185","Special Focus Two Year: Health, private for-profit/3 of 5"
"Data Feedback Report comparison group created by NCES (HD2019)","186","Special Focus Two Year: Health, private for-profit/4 of 5"
"Data Feedback Report comparison group created by NCES (HD2019)","187","Special Focus Two Year: Health, private for-profit/5 of 5"
"Data Feedback Report comparison group created by NCES (HD2019)","188","Special Focus Two Year: Technical, private not-for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","189","Special Focus Two Year: Technical, private for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","190","Special Focus Two Year: Art & Design, private not-for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","191","Special Focus Two Year: Art & Design, private for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","192","Special Focus Two Year: Other, private not-for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","193","Special Focus Two Year: Other, private for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","226","Other Associate's Colleges, private not-for-profit"
"Data Feedback Report comparison group created by NCES (HD2019)","227","Other Associate's Colleges, private for-profit/1 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","228","Other Associate's Colleges, private for-profit/2 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","180","Tribal Colleges"
"Data Feedback Report comparison group created by NCES (HD2019)","214","U.S. Military Academies"
"Data Feedback Report comparison group created by NCES (HD2019)","2","Nondegree-granting, public, academic year reporter"
"Data Feedback Report comparison group created by NCES (HD2019)","3","Nondegree-granting, public, largest program - cosmetology"
"Data Feedback Report comparison group created by NCES (HD2019)","4","Nondegree-granting, public, largest program - health/1 of 7"
"Data Feedback Report comparison group created by NCES (HD2019)","5","Nondegree-granting, public, largest program - health/2 of 7"
"Data Feedback Report comparison group created by NCES (HD2019)","6","Nondegree-granting, public, largest program - health/3 of 7"
"Data Feedback Report comparison group created by NCES (HD2019)","7","Nondegree-granting, public, largest program - health/4 of 7"
"Data Feedback Report comparison group created by NCES (HD2019)","8","Nondegree-granting, public, largest program - health/5 of 7"
"Data Feedback Report comparison group created by NCES (HD2019)","9","Nondegree-granting, public, largest program - health/6 of 7"
"Data Feedback Report comparison group created by NCES (HD2019)","10","Nondegree-granting, public, largest program - health/7 of 7"
"Data Feedback Report comparison group created by NCES (HD2019)","215","Nondegree-granting, public, largest program - engineering and engineering technologies"
"Data Feedback Report comparison group created by NCES (HD2019)","216","Nondegree-granting, public, largest program - manufacturing, construction, repair, and transportation"
"Data Feedback Report comparison group created by NCES (HD2019)","11","Nondegree-granting, public, largest program - other"
"Data Feedback Report comparison group created by NCES (HD2019)","12","Nondegree-granting, private not-for-profit, academic year reporter"
"Data Feedback Report comparison group created by NCES (HD2019)","13","Nondegree-granting, private not-for-profit, largest program - cosmetology"
"Data Feedback Report comparison group created by NCES (HD2019)","14","Nondegree-granting, private not-for-profit, largest program - health"
"Data Feedback Report comparison group created by NCES (HD2019)","217","Nondegree-granting, private not-for-profit, largest program - manufacturing, construction, repair, and transportation"
"Data Feedback Report comparison group created by NCES (HD2019)","219","Nondegree-granting, private not-for-profit, largest program - engineering and engineering technologies"
"Data Feedback Report comparison group created by NCES (HD2019)","15","Nondegree-granting, private not-for-profit, largest program - other"
"Data Feedback Report comparison group created by NCES (HD2019)","16","Nondegree-granting, private for-profit, academic year reporter/1 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","17","Nondegree-granting, private for-profit, academic year reporter/2 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","18","Nondegree-granting, private for-profit, largest program - cosmetology/1 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","19","Nondegree-granting, private for-profit, largest program - cosmetology/2 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","20","Nondegree-granting, private for-profit, largest program - cosmetology/3 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","21","Nondegree-granting, private for-profit, largest program - cosmetology/4 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","22","Nondegree-granting, private for-profit, largest program - cosmetology/5 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","23","Nondegree-granting, private for-profit, largest program - cosmetology/6 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","24","Nondegree-granting, private for-profit, largest program - cosmetology/7 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","25","Nondegree-granting, private for-profit, largest program - cosmetology/8 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","26","Nondegree-granting, private for-profit, largest program - cosmetology/9 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","27","Nondegree-granting, private for-profit, largest program - cosmetology/10 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","28","Nondegree-granting, private for-profit, largest program - cosmetology/11 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","29","Nondegree-granting, private for-profit, largest program - cosmetology/12 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","30","Nondegree-granting, private for-profit, largest program - cosmetology/13 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","31","Nondegree-granting, private for-profit, largest program - cosmetology/14 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","32","Nondegree-granting, private for-profit, largest program - cosmetology/15 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","33","Nondegree-granting, private for-profit, largest program - cosmetology/16 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","34","Nondegree-granting, private for-profit, largest program - cosmetology/17 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","35","Nondegree-granting, private for-profit, largest program - cosmetology/18 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","36","Nondegree-granting, private for-profit, largest program - cosmetology/19 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","37","Nondegree-granting, private for-profit, largest program - cosmetology/20 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","38","Nondegree-granting, private for-profit, largest program - cosmetology/21 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","39","Nondegree-granting, private for-profit, largest program - cosmetology/22 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","40","Nondegree-granting, private for-profit, largest program - cosmetology/23 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","41","Nondegree-granting, private for-profit, largest program - cosmetology/24 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","42","Nondegree-granting, private for-profit, largest program - cosmetology/25 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","43","Nondegree-granting, private for-profit, largest program - cosmetology/26 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","44","Nondegree-granting, private for-profit, largest program - cosmetology/27 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","45","Nondegree-granting, private for-profit, largest program - cosmetology/28 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","46","Nondegree-granting, private for-profit, largest program - cosmetology/29 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","47","Nondegree-granting, private for-profit, largest program - cosmetology/30 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","48","Nondegree-granting, private for-profit, largest program - cosmetology/31 of 36"
"Data Feedback Report comparison group created by NCES (HD2019)","49","Nondegree-granting, private for-profit, largest program - cosmetology/32 of 36"
