"","Name","City","State","Sector","Level of institution","Historically Black College or University","Tribal college","Undergraduate enrollment","Grad enrollment","Yield","Admission","Graduation","First year retention","Walkability","Undergrads per tenure-track professor","Undergrads per instructor","URL","Tuition and fees as a percent of core revenues","Endowment assets per FTE","Average net price-students awarded grant or scholarship aid","Liquor discipline per student (3 yr avg)","Liquor arrest per student (3 yr avg)","Drug discipline per student (3 yr avg)","Drug arrest per student (3 yr avg)","Weapon discipline per student (3 yr avg)","Weapon arrest per student (3 yr avg)","Reported rape per student (3 yr avg)","Reported fondling per student (3 yr avg)","Number of physical books","Number of physical media","Number of digital/electronic books","Total library circulations (physical and digital/electronic)","Average library loans (physical) per student or faculty member","Average library loans (physical + digital) per student or faculty member","Warmest month max temp (F)","Coldest month min temp (F)","Annual precipitation (inches)","biome","Covid vax (employees)","Covid vax (students)","Abortion","Gun law stringency","Proportion of reps voting in favor of respect for right to contraception act","Proportion of reps voting in favor of respect for marriage act"
"53","Georgia Institute of Technology-Main Campus (Atlanta, GA)","Atlanta","GA","Public, 4-year or above","Four or more years","No","No",14310,6283,0.41,0.21,0.9,0.97,0.42,16.8,13.7,"GeorgiaInstituteofTechnology-MainCampus.html",21,73198,17410,0.0103595072759352,0,0.00276793085028893,0.000793149775813788,1.61867301186487e-05,0.000161867301186487,0.000242800951779731,0.000291361142135677,"419708","2237111","1969579","1047118",1.2,48.4,88.7,31.1,51.5,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","F",0.428571428571429,0.428571428571429
"54","Carleton College (Northfield, MN)","Northfield","MN","Private not-for-profit, 4-year or above","Four or more years","No","No",2093,0,0.37,0.19,0.92,0.95,0.36,11.4,8.6,"CarletonCollege.html",39,445064,30843,0.0179964962573658,0.000159261028826246,0.0108297499601847,0.000637044115304985,0,0,0.00286669851887243,0.00525561395126613,"555594","123606","706336","273162",16.6,116.9,83.7,1.6,30.4,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C+",0.571428571428571,0.714285714285714
"55","University of North Carolina at Chapel Hill (Chapel Hill, NC)","Chapel Hill","NC","Public, 4-year or above","Four or more years","No","No",18528,6633,0.44,0.23,0.91,0.96,0.39,14.5,9.9,"UniversityofNorthCarolinaatChapelHill.html",16,120069,10038,0.0139236649311766,0.000211968257753401,0.00148377780427381,0.00076838493435608,5.29920644383504e-05,0.000158976193315051,0.000728640886027317,0.00033120040273969,"5397480","10766638","1627253","6118831",10.3,226.3,88.7,27.7,45.7,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C-",0.384615384615385,0.384615384615385
"56","Davidson College (Davidson, NC)","Davidson","NC","Private not-for-profit, 4-year or above","Four or more years","No","No",1837,0,0.49,0.18,0.91,0.95,0.38,11.3,8.4,"DavidsonCollege.html",23,439414,28615,0.107421520595173,0.00145164217020504,0.0146978769733261,0.000362910542551261,0.00108873162765378,0,0.00362910542551261,0.00344765015423698,"479546","12728","856053","432690",10.5,210.6,88.9,27.9,45.5,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C-",0.384615384615385,0.384615384615385
"57","Chicago School of Professional Psychology - College of Nursing (Richardson, TX)","Richardson","TX","Private not-for-profit, 4-year or above","Four or more years","No","No",119,0,0.02,0.06,0.82,NA,0.51,Inf,10.8,"ChicagoSchoolofProfessionalPsychology-CollegeofNursing.html",97,NA,19329,0,0,0,0,0,0,0,0,"1848","343","439750","9508",14,73.1,95,32.7,38.3,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"58","Averett University-Non-Traditional Programs (Danville, VA)","Danville","VA","Private not-for-profit, 4-year or above","Four or more years","No","No",81,195,0.62,0.24,1,0.5,0.26,Inf,40.5,"AverettUniversity-Non-TraditionalPrograms.html",100,NA,12165,0,0,0,0.00120772946859903,0,0.00120772946859903,0,0,NA,NA,NA,NA,NA,NA,88.9,26.1,43.9,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B",0.636363636363636,0.636363636363636
"59","Boston College (Chestnut Hill, MA)","Chestnut Hill","MA","Private not-for-profit, 4-year or above","Four or more years","No","No",9666,3411,0.24,0.27,0.94,0.95,0.65,15.6,11,"BostonCollege.html",72,179684,30192,0.0588820065764319,2.54900461369835e-05,0.00499604904284877,5.0980092273967e-05,0.000305880553643802,2.54900461369835e-05,0.00127450230684918,0.00104509189161632,"1459144","299251","1013709","399492",10.6,28.6,82.2,17.1,45.3,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",1,1
"60","Pitzer College (Claremont, CA)","Claremont","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",1062,0,0.46,0.14,0.85,0.93,0.69,13.6,10.5,"PitzerCollege.html",73,138812,30095,0.0241682360326428,0,0.0153797865662272,0,0,0,0.00659133709981168,0.000627746390458255,NA,NA,NA,NA,NA,NA,92.7,40.5,19.1,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"61","Wellesley College (Wellesley, MA)","Wellesley","MA","Private not-for-profit, 4-year or above","Four or more years","No","No",2399,0,0.44,0.22,0.91,0.97,0.65,11.4,7.3,"WellesleyCollege.html",24,792061,21614,0.000277893566763929,0,0,0,0,0,0.000694733916909824,0.000833680700291788,"673286","33726","1156747","340490",6.8,124.9,82.9,16.2,45.1,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",1,1
"62","Colorado College (Colorado Springs, CO)","Colorado Springs","CO","Private not-for-profit, 4-year or above","Four or more years","No","No",2089,5,0.42,0.14,0.83,0.96,0.53,11.4,9.4,"ColoradoCollege.html",47,349389,27319,0.0877109200891436,0.000159184972938555,0.0415472779369628,0.000477554918815664,0.00127347978350844,0,0.00238777459407832,0.00127347978350844,"390309","32467","504332","80951",14.9,34.9,85.6,15.1,16.2,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","B",0.571428571428571,0.571428571428571
"63","Colgate University (Hamilton, NY)","Hamilton","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",2968,5,0.35,0.23,0.91,0.95,0.57,11.4,8.6,"ColgateUniversity.html",47,308391,25935,0.065590312815338,0,0.0605449041372351,0.000336360578540195,0.000336360578540195,0,0.00145756250700751,0.00134544231416078,"757693","95416","755210","433410",13.4,130.7,79.3,11.1,40.6,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"64","Digital Media Institute at InterTech (Shreveport, LA)","Shreveport","LA","Private not-for-profit, 2-year","At least 2 but less than 4 years","No","No",31,0,0.46,0.28,1,1,0.32,Inf,Inf,"DigitalMediaInstituteatInterTech.html",100,NA,21568,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,93.2,36,47.2,"Temperate Conifer Forests","No","No","Prohibited","F",0.166666666666667,0.166666666666667
"65","St Luke's College (Sioux City, IA)","Sioux City","IA","Private not-for-profit, 4-year or above","Four or more years","No","No",123,0,0.67,0.29,1,NA,0.64,Inf,5.3,"StLuke'sCollege.html",81,5546,16930,0,0.00542005420054201,0,0.010840108401084,0,0,0,0,"1435","100","0","2849",3.7,19.5,86.4,7.3,27.2,"Temperate Grasslands, Savannas & Shrublands","No","No","Functional ban","F",0.25,0.75
"66","Vassar College (Poughkeepsie, NY)","Poughkeepsie","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",2424,0,0.32,0.24,0.91,0.96,0.35,10.7,8.4,"VassarCollege.html",39,471049,26028,0.00247524752475248,0,0.00825082508250825,0.000275027502750275,0,0,0.00605060506050605,0.00591309130913091,"684003","100217","936589","102450",14.7,37.8,83.8,15.6,42.4,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"67","Babson College (Wellesley, MA)","Wellesley","MA","Private not-for-profit, 4-year or above","Four or more years","No","No",2386,459,0.36,0.26,0.93,0.95,0.65,17.3,12.5,"BabsonCollege.html",59,127574,31559,0.038664323374341,0,0.000468658465143527,0,0,0,0.00269478617457528,0.0012888107791447,"35888","1115","360155","15252",1,5,82.8,16.5,45.2,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","A-",1,1
"68","Grinnell College (Grinnell, IA)","Grinnell","IA","Private not-for-profit, 4-year or above","Four or more years","No","No",1700,0,0.25,0.23,0.89,0.94,NA,11.3,8.3,"GrinnellCollege.html",17,1224100,32091,0.0225490196078431,0.000588235294117647,0.01,0.00117647058823529,0,0,0.00176470588235294,0.00137254901960784,"473310","27793","1045050","39362",13.8,20.7,84.4,7.7,35.2,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Functional ban","F",0.25,0.75
"69","California Miramar University (San Diego, CA)","San Diego","CA","Private for-profit, 4-year or above","Four or more years","No","No",86,113,0.82,0.31,1,NA,0.64,Inf,Inf,"CaliforniaMiramarUniversity.html",97,NA,12309,0,0,0,0,0,0,0,0,"1365","7","304250","97742",2.6,491.2,79.9,46.4,10.6,"Mediterranean Forests, Woodlands & Scrub","No","No","Legal","A",0.792452830188679,0.886792452830189
"70","Villanova University (Villanova, PA)","Villanova","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",6528,1310,0.26,0.28,0.9,0.96,0.66,14,9.3,"VillanovaUniversity.html",73,71311,38303,0.0554988517478949,0.000808029259164753,0.00535850982393468,0.0006379178361827,0,0,0.000680445691928213,0.000340222845964106,"590659","4744","882342","550283",3.4,64.4,84.6,21.4,45.3,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","B-",0.555555555555556,0.666666666666667
"71","University of California-Irvine (Irvine, CA)","Irvine","CA","Public, 4-year or above","Four or more years","No","No",29797,6139,0.24,0.27,0.84,0.94,0.69,22.4,14.4,"UniversityofCalifornia-Irvine.html",33,12779,13106,0.00728146334223805,9.27574948055803e-06,0.00112236568714752,0.00100178094390027,4.63787474027901e-05,0.00013913624220837,0.000435960225586227,0.000537993469872366,"1517542","248054","1567334","71271",1.8,1.9,80.8,44.1,12,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"72","Rhode Island School of Design (Providence, RI)","Providence","RI","Private not-for-profit, 4-year or above","Four or more years","No","No",2009,492,0.49,0.26,0.89,0.92,0.66,Inf,10.2,"RhodeIslandSchoolofDesign.html",78,138132,40048,0.0214580834332933,0,0.0138611222177796,0,0,0,0.000266560042649607,0.000533120085299214,"132119","594279","196058","163090",22.2,60.5,82,18,47.1,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B",1,1
"73","Arnot Ogden Medical Center (Elmira, NY)","Elmira","NY","Private not-for-profit, 2-year","At least 2 but less than 4 years","No","No",34,0,1,0.33,1,0.75,0.36,Inf,Inf,"ArnotOgdenMedicalCenter.html",100,767102,15734,0,0,0,0.0196078431372549,0,0,0,0,"2000","0","287","170",0.3,5,82.9,14.5,32.8,"Temperate Broadleaf & Mixed Forests","No","No","Legal","A-",0.76,0.96
"74","University of California-San Diego (La Jolla, CA)","La Jolla","CA","Public, 4-year or above","Four or more years","No","No",29966,7350,0.19,0.31,0.87,0.93,0.64,20.9,11,"UniversityofCalifornia-SanDiego.html",20,20566,15222,0.0143459463322257,9.82599063851074e-05,0.00404652159931397,0.000741415657269446,2.67981562868475e-05,0.000133990781434237,0.000348376031729017,0.000259048844106192,"1450408","220346","1556783","1881659",3.3,47,78.4,45.3,11.7,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"75","University of Richmond (University of Richmond, VA)","University of Richmond","VA","Private not-for-profit, 4-year or above","Four or more years","No","No",3004,420,0.24,0.28,0.89,0.94,0.39,9.7,7.2,"UniversityofRichmond.html",40,621620,25700,0.0334890965732087,0.0021417445482866,0.0110007788161994,0.00330996884735202,0,9.73520249221184e-05,0.00204439252336449,0.000973520249221184,"605242","230160","795765","96483",8.3,25.1,88,25.2,43,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","B",0.636363636363636,0.636363636363636
"76","Curtis Institute of Music (Philadelphia, PA)","Philadelphia","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",131,42,0.78,0.04,0.69,1,0.66,Inf,32.8,"CurtisInstituteofMusic.html",3,909959,12835,0.023121387283237,0,0.00385356454720617,0,0,0,0,0.00770712909441233,"59637","21833","0","12575",30.9,71,86.5,23.9,43.7,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"77","University of Texas at Austin (Austin, TX)","Austin","TX","Public, 4-year or above","Four or more years","No","No",37515,10395,0.48,0.32,0.86,0.96,0.45,20.9,13.9,"UniversityofTexasatAustin.html",15,90709,16892,0.0018576497599666,4.17449384262158e-05,0.000974048563278369,0.000535726709803103,1.39149794754053e-05,1.39149794754053e-05,0.00036874695609824,0.000111319835803242,"11650889","909297","1650357","2363252",5.1,46.7,96.1,38.7,32.1,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.333333333333333,0.361111111111111
"78","Carolinas College of Health Sciences (Charlotte, NC)","Charlotte","NC","Public, 4-year or above","Four or more years","No","No",67,0,0.44,0.35,1,NA,0.38,Inf,2.4,"CarolinasCollegeofHealthSciences.html",43,NA,NA,0,0,0,0,0,0,0,0,"13680","120","688","7422",2.8,78.1,89.4,29.5,45,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C-",0.384615384615385,0.384615384615385
"79","College of the Ozarks (Point Lookout, MO)","Point Lookout","MO","Private not-for-profit, 4-year or above","Four or more years","No","No",1504,0,0.91,0.1,0.71,0.82,0.29,Inf,15.3,"CollegeoftheOzarks.html",89,271891,7505,0,0,0,0,0,0,0,0,"93527","3318","660502","11433",7,7.1,90.3,20.7,43.2,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0.25,0.375
"80","Wake Forest University (Winston-Salem, NC)","Winston-Salem","NC","Private not-for-profit, 4-year or above","Four or more years","No","No",5240,2696,0.37,0.3,0.88,0.94,0.3,7.4,2.7,"WakeForestUniversity.html",18,160340,26324,0.0635920698924731,0.00113407258064516,0.00785450268817204,0.00168010752688172,4.2002688172043e-05,0.000168010752688172,0.00100806451612903,0.000336021505376344,"999684","275826","1604216","327551",5.8,33.1,88,27.3,45.4,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C-",0.384615384615385,0.384615384615385
"81","Lehigh University (Bethlehem, PA)","Bethlehem","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",5107,1038,0.28,0.32,0.9,0.93,0.61,11.2,9.3,"LehighUniversity.html",42,219813,29098,0.037971250339029,0.00444806075400054,0.00927583401139138,0.00130187144019528,5.424464334147e-05,5.424464334147e-05,0.00043395714673176,0,"740435","2554","471889","329289",3.6,49.2,85.3,19,44.9,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","B-",0.555555555555556,0.666666666666667
"82","University of Florida (Gainesville, FL)","Gainesville","FL","Public, 4-year or above","Four or more years","No","No",32157,12402,0.47,0.35,0.88,0.97,0.42,14.8,11.1,"UniversityofFlorida.html",11,36498,10075,0.00156347015567375,0.000403958796202787,0.000194498679653194,0.00102485842740337,1.49614368963995e-05,8.22879029301974e-05,0.000299228737927991,0.000209460116549593,"3731990","1162083","1496176","1668544",1.9,35.2,91,42.6,52.5,"Temperate Conifer Forests","No","No","Legal","C-",0.444444444444444,0.62962962962963
"83","Hampshire College (Amherst, MA)","Amherst","MA","Private not-for-profit, 4-year or above","Four or more years","No","No",745,0,0.39,0.02,0.63,0.67,0.56,Inf,13.1,"HampshireCollege.html",56,49604,27680,0.00850111856823266,0,0.0170022371364653,0.000447427293064877,0.0058165548098434,0,0.00447427293064877,0.00223713646532438,"126117","12589","192921","16662",14.6,20.8,82.4,12.4,43.7,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",1,1
"84","University of Miami (Coral Gables, FL)","Coral Gables","FL","Private not-for-profit, 4-year or above","Four or more years","No","No",10701,5664,0.21,0.27,0.83,0.93,0.66,10.5,7.2,"UniversityofMiami.html",28,60918,31726,0.00816783786536307,0,0.00513290559120073,0.000509216824523882,0,0,0.000509216824523882,0.000264792748752419,"1771329","180264","1079617","812723",5.3,45.5,88.5,60.4,50.4,"Tropical & Subtropical Moist Broadleaf Forests","Yes","No","Legal","C-",0.444444444444444,0.62962962962963
"85","University of Rochester (Rochester, NY)","Rochester","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",6410,3650,0.23,0.3,0.87,0.94,0.52,4.8,2.6,"UniversityofRochester.html",26,195558,36254,0.0195493704440027,0,0.0137176938369781,0.0012259774685222,3.31345261762757e-05,0.000132538104705103,0.00119284294234592,0.00185553346587144,"2336851","184266","1116792","1111011",8.8,88.8,81.9,15.6,32,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"86","California Polytechnic State University-San Luis Obispo (San Luis Obispo, CA)","San Luis Obispo","CA","Public, 4-year or above","Four or more years","No","No",19685,694,0.3,0.28,0.82,0.94,0.58,29.1,22,"CaliforniaPolytechnicStateUniversity-SanLuisObispo.html",41,10861,20491,0.00305870422166609,0.000850548767522122,0.00052341462616746,0.000670624989777058,3.27134141354662e-05,0.000147210363609598,0.000539771333235193,0.000196280484812798,"251466","183685","1018815","1734240",2,81.5,79.5,41,22.8,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"87","Macalester College (Saint Paul, MN)","Saint Paul","MN","Private not-for-profit, 4-year or above","Four or more years","No","No",2074,0,0.24,0.32,0.91,0.93,0.58,13.2,9.8,"MacalesterCollege.html",62,334627,35589,0.0498232079717133,0,0.0199292831886853,0,0.000482160077145612,0,0.00225008036001286,0.00160720025715204,"276290","9116","232142","83622",11.4,36.6,83.3,3.6,29.5,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C+",0.571428571428571,0.714285714285714
"88","Case Western Reserve University (Cleveland, OH)","Cleveland","OH","Private not-for-profit, 4-year or above","Four or more years","No","No",5237,5440,0.17,0.27,0.84,0.93,0.57,7.2,4.3,"CaseWesternReserveUniversity.html",30,169852,36002,0.0160469545128157,0,0.00502638069370297,3.12197558615092e-05,0.00037463707033811,6.24395117230183e-05,0.000499516093784147,0.000156098779307546,"1152213","61257","1532477","62864",4.9,5.3,82.6,18.1,37.1,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Functional ban","D",0.3125,0.5
"89","University of California-Santa Barbara (Santa Barbara, CA)","Santa Barbara","CA","Public, 4-year or above","Four or more years","No","No",22846,2787,0.18,0.3,0.83,0.92,0.52,25.6,21.2,"UniversityofCalifornia-SantaBarbara.html",41,9524,17223,0.00815355206179534,0.00158649657342748,0.00166452099507146,0.0012353866760296,6.50203513699788e-05,0.000754236075891754,0.000585183162329809,0.000377118037945877,"3019866","337058","928871","2476542",5.2,92.7,76.1,41.2,16.2,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"90","Skidmore College (Saratoga Springs, NY)","Saratoga Springs","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",2622,0,0.22,0.3,0.88,0.91,0.53,13.7,8.8,"SkidmoreCollege.html",68,137450,26995,0.0350877192982456,0,0.0311467073480803,0.000508517670989067,0.000127129417747267,0,0.00317823544368167,0.000889905924230867,"314631","19608","134817","11475",3.9,3.9,82.6,9.9,40.4,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
